winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19,winner_position
3,132,143,169,98,1,"[10, 0, 13, 17]","[0, 11, 16, 0]","[0, 11, 13, 11]","[0, 10, 13, 12]","[0, 0, 0, 10]","[0, 0, 0, 10]","[0, 0, 10, 10]","[11, 0, 11, 10]","[0, 11, 10, 10]","[10, 10, 0, 10]","[0, 10, 11, 10]","[0, 10, 11, 10]","[10, 0, 0, 12]","[11, 10, 0, 13]","[11, 11, 12, 0]","[11, 14, 10, 0]","[11, 11, 0, 10]","[13, 13, 13, 0]","[0, 0, 0, 14]",2
2,97,142,116,133,2,"[0, 12, 17, 11]","[15, 10, 11, 0]","[12, 0, 0, 0]","[0, 0, 0, 10]","[10, 11, 0, 0]","[10, 12, 10, 0]","[11, 0, 0, 12]","[0, 0, 10, 10]","[11, 0, 10, 10]","[10, 0, 10, 10]","[0, 10, 11, 10]","[10, 0, 10, 10]","[0, 10, 10, 10]","[0, 10, 11, 12]","[12, 11, 11, 0]","[10, 11, 0, 0]","[12, 0, 11, 11]","[0, 0, 10, 0]","[10, 0, 0, 0]",4
1,153,119,83,119,3,"[0, 0, 13, 0]","[13, 10, 0, 14]","[14, 11, 13, 0]","[0, 11, 10, 11]","[0, 11, 10, 0]","[0, 12, 0, 0]","[0, 11, 10, 0]","[11, 10, 0, 11]","[10, 0, 0, 0]","[0, 10, 10, 11]","[0, 10, 10, 0]","[0, 10, 0, 0]","[10, 12, 10, 0]","[12, 12, 11, 0]","[12, 0, 11, 11]","[13, 10, 11, 0]","[11, 13, 0, 13]","[0, 0, 0, 0]","[13, 0, 0, 12]",2
2,136,156,103,121,0,"[10, 15, 12, 0]","[13, 0, 11, 15]","[11, 0, 0, 13]","[0, 10, 13, 11]","[11, 12, 10, 0]","[0, 10, 12, 0]","[0, 11, 11, 10]","[0, 10, 0, 10]","[0, 11, 11, 10]","[10, 10, 0, 10]","[10, 0, 10, 0]","[0, 11, 10, 0]","[0, 0, 10, 0]","[10, 10, 11, 0]","[11, 14, 10, 0]","[11, 0, 11, 0]","[11, 0, 0, 12]","[0, 0, 0, 12]","[13, 12, 14, 0]",2
2,98,141,125,134,1,"[11, 0, 14, 13]","[15, 0, 12, 10]","[13, 0, 12, 12]","[14, 0, 12, 0]","[13, 0, 0, 0]","[11, 0, 10, 13]","[0, 0, 0, 11]","[0, 0, 0, 10]","[0, 10, 10, 0]","[10, 10, 10, 0]","[0, 10, 10, 10]","[13, 10, 10, 0]","[0, 10, 10, 0]","[10, 0, 10, 10]","[12, 0, 0, 10]","[0, 12, 11, 12]","[0, 13, 10, 0]","[12, 11, 0, 14]","[0, 12, 0, 0]",1
2,120,147,119,121,2,"[13, 0, 10, 11]","[11, 0, 0, 0]","[11, 11, 0, 13]","[11, 0, 13, 12]","[0, 0, 10, 0]","[0, 0, 10, 0]","[10, 12, 10, 0]","[0, 10, 10, 0]","[10, 10, 0, 10]","[0, 10, 10, 10]","[0, 10, 11, 10]","[11, 12, 10, 0]","[0, 10, 10, 10]","[11, 0, 11, 11]","[10, 0, 10, 11]","[0, 10, 12, 10]","[0, 13, 10, 0]","[11, 0, 0, 11]","[12, 12, 0, 0]",4
1,135,113,104,123,3,"[11, 12, 15, 0]","[10, 13, 11, 0]","[11, 0, 0, 0]","[13, 11, 0, 0]","[14, 0, 11, 11]","[0, 12, 11, 10]","[10, 0, 0, 11]","[10, 0, 10, 0]","[10, 10, 0, 12]","[0, 11, 10, 10]","[0, 10, 11, 10]","[10, 12, 0, 11]","[10, 0, 0, 0]","[14, 0, 11, 0]","[0, 10, 12, 0]","[0, 10, 0, 0]","[0, 11, 0, 15]","[0, 13, 0, 0]","[0, 0, 11, 14]",2
1,144,126,130,118,0,"[11, 0, 13, 0]","[11, 0, 0, 13]","[11, 12, 0, 13]","[11, 14, 11, 0]","[0, 12, 0, 10]","[0, 0, 12, 0]","[10, 0, 0, 0]","[10, 10, 0, 13]","[0, 10, 10, 12]","[10, 10, 0, 10]","[10, 11, 10, 0]","[0, 10, 10, 0]","[0, 10, 11, 13]","[12, 10, 0, 10]","[0, 10, 10, 13]","[10, 14, 13, 0]","[0, 11, 12, 12]","[12, 0, 14, 11]","[0, 0, 0, 0]",1
3,89,142,162,162,1,"[11, 0, 11, 15]","[0, 12, 11, 12]","[11, 0, 12, 12]","[10, 0, 0, 12]","[11, 13, 0, 12]","[11, 11, 13, 0]","[10, 0, 0, 0]","[11, 0, 10, 0]","[11, 0, 11, 10]","[10, 10, 0, 11]","[10, 11, 10, 0]","[0, 0, 0, 11]","[10, 0, 12, 10]","[13, 10, 0, 10]","[0, 11, 0, 11]","[0, 11, 12, 11]","[10, 0, 13, 12]","[10, 0, 15, 0]","[13, 0, 12, 13]",2
3,106,65,117,112,2,"[13, 0, 0, 0]","[0, 0, 11, 10]","[13, 10, 0, 0]","[10, 13, 12, 0]","[11, 0, 0, 0]","[11, 11, 0, 0]","[0, 10, 11, 10]","[11, 10, 0, 11]","[0, 10, 10, 11]","[10, 10, 10, 0]","[10, 11, 0, 10]","[0, 10, 0, 10]","[11, 0, 0, 11]","[0, 0, 0, 12]","[0, 0, 0, 11]","[12, 0, 11, 11]","[0, 0, 0, 10]","[0, 11, 0, 0]","[0, 0, 0, 0]",1
2,94,144,99,112,3,"[14, 15, 10, 0]","[0, 0, 0, 0]","[0, 10, 11, 0]","[10, 0, 14, 0]","[13, 10, 12, 0]","[11, 0, 11, 11]","[0, 0, 10, 12]","[0, 10, 0, 11]","[0, 0, 11, 0]","[0, 10, 10, 11]","[10, 0, 11, 10]","[10, 12, 0, 11]","[10, 0, 11, 0]","[0, 0, 11, 10]","[11, 0, 0, 11]","[12, 0, 11, 12]","[0, 14, 0, 0]","[0, 13, 11, 0]","[11, 0, 0, 0]",3
2,130,135,115,125,0,"[11, 12, 13, 0]","[0, 12, 0, 11]","[15, 0, 0, 0]","[0, 10, 10, 0]","[0, 0, 10, 0]","[11, 0, 0, 12]","[0, 10, 11, 0]","[10, 0, 10, 10]","[11, 0, 11, 10]","[10, 11, 10, 0]","[11, 10, 0, 11]","[0, 10, 0, 0]","[0, 10, 10, 14]","[0, 10, 12, 10]","[12, 0, 0, 0]","[10, 11, 0, 14]","[11, 0, 12, 11]","[13, 11, 13, 0]","[0, 13, 13, 12]",2
3,135,89,161,125,1,"[13, 0, 0, 12]","[0, 0, 0, 12]","[12, 12, 12, 0]","[0, 12, 13, 12]","[11, 11, 0, 12]","[0, 12, 12, 11]","[11, 10, 0, 13]","[0, 11, 10, 10]","[10, 12, 10, 0]","[10, 10, 0, 11]","[10, 11, 10, 0]","[0, 0, 0, 11]","[0, 12, 11, 11]","[10, 0, 0, 12]","[11, 0, 11, 11]","[0, 0, 0, 0]","[13, 11, 0, 11]","[0, 0, 0, 12]","[14, 11, 0, 0]",2
0,93,144,168,174,2,"[13, 0, 11, 11]","[12, 13, 0, 11]","[0, 13, 10, 12]","[10, 0, 11, 13]","[11, 12, 0, 11]","[10, 0, 12, 0]","[11, 0, 11, 10]","[10, 0, 10, 12]","[10, 0, 11, 10]","[10, 10, 0, 11]","[0, 10, 11, 10]","[12, 0, 11, 10]","[10, 11, 13, 0]","[11, 0, 12, 12]","[10, 10, 0, 12]","[0, 0, 10, 12]","[11, 14, 0, 11]","[12, 0, 11, 0]","[11, 0, 0, 0]",2
1,156,101,136,134,3,"[13, 12, 0, 0]","[13, 13, 0, 13]","[10, 0, 0, 0]","[0, 11, 11, 0]","[0, 10, 13, 0]","[13, 11, 10, 0]","[10, 10, 0, 12]","[11, 0, 11, 10]","[0, 10, 0, 0]","[10, 0, 10, 10]","[10, 10, 0, 11]","[10, 10, 0, 11]","[11, 0, 10, 12]","[13, 10, 0, 12]","[0, 12, 12, 10]","[0, 14, 12, 11]","[0, 10, 0, 10]","[0, 13, 0, 14]","[10, 0, 12, 0]",2
0,111,159,113,163,0,"[0, 13, 0, 0]","[14, 10, 0, 12]","[0, 0, 14, 11]","[12, 0, 0, 0]","[12, 12, 0, 11]","[0, 11, 11, 11]","[10, 0, 12, 0]","[10, 0, 13, 10]","[0, 10, 11, 11]","[10, 0, 11, 10]","[10, 11, 10, 0]","[10, 0, 10, 13]","[0, 11, 10, 0]","[13, 10, 11, 0]","[12, 0, 11, 10]","[11, 0, 0, 14]","[13, 13, 12, 0]","[12, 0, 11, 0]","[14, 10, 12, 0]",4
2,96,173,125,122,1,"[12, 12, 13, 0]","[0, 0, 10, 0]","[0, 10, 14, 13]","[12, 0, 15, 10]","[11, 0, 0, 12]","[0, 10, 0, 12]","[11, 0, 10, 10]","[0, 0, 11, 10]","[10, 10, 10, 0]","[10, 11, 10, 0]","[11, 10, 11, 0]","[10, 0, 10, 12]","[0, 0, 10, 11]","[0, 11, 12, 10]","[0, 12, 13, 0]","[0, 0, 0, 0]","[10, 0, 10, 0]","[13, 10, 0, 13]","[12, 0, 14, 12]",1
3,107,130,145,65,2,"[0, 11, 0, 0]","[0, 0, 12, 0]","[11, 12, 0, 12]","[0, 10, 0, 11]","[11, 12, 0, 0]","[12, 10, 0, 11]","[0, 0, 10, 0]","[0, 0, 10, 0]","[0, 10, 10, 10]","[0, 11, 10, 10]","[0, 10, 10, 12]","[10, 10, 11, 0]","[0, 0, 13, 10]","[10, 0, 12, 10]","[0, 0, 0, 10]","[0, 11, 11, 13]","[11, 0, 11, 11]","[0, 0, 0, 12]","[0, 0, 10, 13]",1
2,121,175,131,148,3,"[0, 13, 10, 15]","[0, 12, 12, 14]","[12, 0, 12, 13]","[14, 11, 0, 11]","[0, 0, 14, 0]","[10, 11, 11, 0]","[10, 0, 0, 0]","[11, 0, 10, 10]","[10, 11, 10, 0]","[0, 10, 11, 10]","[11, 0, 11, 10]","[0, 0, 12, 10]","[10, 10, 12, 0]","[13, 11, 11, 0]","[0, 11, 13, 12]","[14, 10, 11, 0]","[12, 0, 0, 0]","[10, 0, 15, 11]","[11, 11, 0, 15]",3
3,136,91,151,135,0,"[0, 13, 0, 13]","[14, 12, 0, 12]","[0, 12, 0, 0]","[12, 10, 14, 0]","[0, 12, 0, 11]","[0, 11, 0, 11]","[0, 0, 0, 10]","[11, 11, 11, 0]","[10, 0, 10, 10]","[10, 10, 0, 10]","[10, 11, 0, 11]","[11, 0, 10, 0]","[0, 10, 0, 0]","[0, 0, 10, 0]","[11, 0, 11, 12]","[11, 0, 13, 12]","[10, 11, 0, 14]","[11, 0, 12, 15]","[14, 13, 0, 10]",3
2,108,147,137,124,1,"[11, 12, 0, 12]","[0, 0, 11, 12]","[10, 0, 16, 0]","[12, 11, 12, 0]","[13, 0, 0, 0]","[0, 12, 12, 10]","[0, 0, 12, 0]","[12, 0, 10, 11]","[10, 0, 10, 11]","[10, 10, 0, 11]","[0, 10, 11, 11]","[0, 10, 11, 11]","[11, 0, 0, 0]","[10, 11, 14, 0]","[0, 11, 0, 0]","[0, 0, 0, 10]","[13, 11, 0, 13]","[0, 10, 16, 11]","[12, 0, 12, 14]",1
3,112,107,153,89,2,"[12, 11, 0, 12]","[0, 11, 11, 0]","[0, 0, 0, 11]","[11, 12, 0, 11]","[11, 10, 0, 0]","[0, 10, 12, 10]","[0, 0, 10, 10]","[0, 0, 0, 10]","[0, 10, 0, 0]","[11, 10, 10, 0]","[0, 11, 10, 10]","[0, 0, 0, 11]","[10, 0, 0, 11]","[11, 0, 10, 11]","[12, 0, 11, 10]","[11, 0, 12, 11]","[0, 14, 10, 12]","[0, 0, 0, 13]","[0, 13, 11, 0]",1
2,133,152,76,133,3,"[0, 0, 10, 12]","[11, 11, 15, 0]","[12, 0, 0, 0]","[12, 0, 10, 11]","[0, 12, 0, 0]","[0, 0, 11, 10]","[10, 13, 10, 0]","[10, 11, 0, 11]","[0, 0, 10, 0]","[0, 10, 11, 10]","[0, 10, 10, 0]","[10, 12, 10, 0]","[11, 10, 11, 0]","[10, 10, 0, 0]","[11, 0, 12, 11]","[12, 0, 11, 11]","[13, 11, 10, 0]","[11, 13, 11, 0]","[0, 10, 0, 0]",3
3,100,137,163,124,0,"[11, 13, 0, 0]","[13, 0, 14, 10]","[10, 0, 12, 14]","[12, 0, 11, 14]","[0, 12, 0, 10]","[0, 0, 0, 10]","[0, 12, 10, 11]","[10, 10, 11, 0]","[0, 11, 10, 10]","[10, 10, 0, 10]","[11, 11, 0, 10]","[11, 0, 10, 10]","[0, 10, 11, 12]","[11, 0, 0, 10]","[13, 11, 12, 0]","[0, 0, 0, 11]","[12, 0, 11, 10]","[0, 0, 11, 11]","[0, 0, 14, 0]",3
3,136,127,143,134,1,"[10, 15, 13, 0]","[14, 11, 12, 0]","[13, 10, 0, 11]","[0, 12, 0, 0]","[11, 0, 11, 11]","[0, 0, 13, 0]","[10, 10, 0, 14]","[0, 0, 10, 10]","[11, 11, 0, 10]","[11, 10, 0, 10]","[10, 0, 10, 10]","[0, 0, 10, 10]","[0, 11, 10, 10]","[10, 0, 13, 11]","[0, 11, 0, 10]","[11, 12, 11, 0]","[12, 0, 14, 11]","[0, 11, 0, 0]","[11, 12, 0, 15]",2
2,117,159,123,113,2,"[14, 14, 0, 11]","[0, 14, 10, 0]","[10, 0, 12, 11]","[0, 0, 13, 0]","[0, 0, 11, 11]","[11, 10, 14, 0]","[10, 11, 11, 0]","[0, 13, 10, 10]","[11, 10, 10, 0]","[0, 10, 10, 10]","[0, 10, 10, 12]","[10, 0, 0, 0]","[0, 0, 0, 11]","[11, 0, 12, 0]","[12, 0, 11, 11]","[14, 12, 0, 11]","[0, 0, 12, 0]","[0, 13, 13, 11]","[10, 0, 0, 14]",4
1,180,120,144,130,3,"[0, 11, 0, 0]","[16, 0, 10, 0]","[0, 10, 12, 12]","[0, 14, 10, 13]","[13, 10, 0, 12]","[0, 12, 10, 11]","[11, 0, 11, 11]","[11, 11, 0, 10]","[10, 10, 0, 10]","[0, 11, 10, 10]","[0, 11, 10, 10]","[12, 10, 0, 10]","[10, 10, 0, 0]","[0, 0, 12, 0]","[0, 10, 11, 12]","[11, 11, 0, 12]","[12, 12, 0, 11]","[10, 13, 14, 0]","[14, 14, 10, 0]",2
1,134,113,123,120,0,"[0, 11, 12, 0]","[0, 0, 0, 12]","[0, 12, 0, 11]","[0, 0, 12, 0]","[0, 0, 11, 0]","[12, 12, 10, 0]","[10, 11, 0, 11]","[10, 11, 0, 10]","[10, 10, 10, 0]","[10, 10, 0, 10]","[11, 0, 10, 10]","[10, 10, 0, 13]","[0, 12, 0, 10]","[0, 12, 0, 11]","[11, 0, 13, 11]","[12, 12, 10, 0]","[14, 11, 13, 0]","[0, 0, 12, 0]","[10, 0, 0, 14]",1
1,186,165,114,75,1,"[0, 16, 0, 10]","[0, 0, 14, 13]","[12, 14, 10, 0]","[0, 0, 0, 0]","[0, 11, 0, 10]","[0, 10, 10, 12]","[10, 11, 11, 0]","[10, 10, 11, 0]","[0, 11, 10, 11]","[10, 10, 10, 0]","[0, 10, 10, 12]","[0, 11, 10, 11]","[11, 11, 10, 0]","[0, 12, 10, 11]","[11, 12, 11, 0]","[0, 0, 12, 11]","[11, 13, 0, 13]","[0, 11, 15, 0]","[0, 13, 11, 0]",4
3,75,130,138,135,2,"[13, 11, 0, 13]","[13, 0, 0, 0]","[0, 0, 11, 10]","[12, 0, 11, 12]","[0, 0, 11, 0]","[11, 0, 0, 11]","[0, 10, 10, 11]","[11, 0, 10, 12]","[10, 10, 10, 0]","[10, 11, 10, 0]","[10, 0, 10, 10]","[10, 11, 0, 11]","[0, 11, 12, 10]","[0, 0, 11, 0]","[13, 11, 11, 0]","[11, 0, 0, 13]","[0, 0, 0, 0]","[11, 0, 13, 13]","[0, 0, 0, 12]",1
3,98,111,129,94,3,"[0, 0, 0, 16]","[13, 13, 11, 0]","[12, 0, 12, 12]","[0, 10, 12, 11]","[0, 0, 10, 0]","[11, 11, 0, 11]","[0, 11, 0, 0]","[11, 11, 0, 10]","[0, 10, 0, 0]","[0, 10, 0, 0]","[0, 11, 10, 10]","[10, 0, 10, 0]","[0, 11, 12, 10]","[0, 0, 10, 0]","[12, 0, 0, 0]","[0, 0, 0, 11]","[0, 0, 11, 14]","[14, 0, 13, 11]","[11, 0, 0, 13]",4
0,113,139,140,173,0,"[14, 12, 13, 0]","[11, 0, 0, 12]","[11, 0, 13, 13]","[0, 11, 0, 0]","[0, 11, 0, 0]","[11, 12, 10, 0]","[10, 0, 12, 12]","[11, 0, 0, 0]","[0, 10, 11, 10]","[10, 0, 10, 11]","[10, 10, 0, 11]","[11, 12, 10, 0]","[10, 0, 13, 10]","[12, 11, 0, 12]","[13, 0, 10, 0]","[13, 0, 11, 13]","[0, 11, 12, 13]","[13, 13, 0, 11]","[13, 0, 14, 12]",4
0,124,139,101,154,1,"[12, 11, 12, 0]","[12, 11, 15, 0]","[12, 10, 13, 0]","[11, 0, 11, 0]","[10, 0, 0, 0]","[0, 12, 10, 11]","[11, 12, 10, 0]","[10, 10, 10, 0]","[0, 11, 11, 10]","[10, 0, 10, 10]","[0, 11, 0, 0]","[10, 0, 11, 11]","[0, 0, 0, 0]","[11, 0, 13, 0]","[10, 12, 0, 11]","[0, 11, 13, 12]","[11, 0, 0, 13]","[11, 13, 0, 12]","[13, 0, 0, 11]",3
3,137,125,173,90,2,"[14, 0, 14, 11]","[12, 13, 0, 12]","[0, 13, 12, 12]","[0, 0, 0, 12]","[0, 10, 0, 11]","[10, 0, 12, 0]","[0, 10, 12, 12]","[10, 0, 0, 10]","[0, 11, 10, 10]","[0, 10, 10, 10]","[0, 10, 10, 11]","[11, 0, 11, 11]","[0, 0, 11, 11]","[11, 12, 11, 0]","[0, 12, 0, 10]","[11, 12, 0, 0]","[0, 11, 0, 0]","[11, 0, 0, 15]","[0, 13, 12, 15]",1
3,128,126,131,106,3,"[0, 11, 0, 16]","[13, 10, 13, 0]","[11, 12, 0, 13]","[0, 12, 0, 0]","[10, 0, 0, 0]","[10, 11, 10, 0]","[10, 0, 0, 11]","[10, 11, 0, 10]","[0, 0, 11, 0]","[10, 10, 10, 0]","[10, 0, 11, 10]","[11, 10, 10, 0]","[0, 10, 13, 11]","[0, 11, 10, 12]","[0, 0, 11, 0]","[0, 0, 0, 12]","[11, 10, 0, 11]","[0, 0, 14, 13]","[0, 10, 13, 12]",4
1,152,144,90,144,0,"[0, 10, 0, 0]","[0, 0, 11, 0]","[0, 10, 0, 0]","[10, 13, 13, 0]","[11, 11, 0, 11]","[11, 0, 10, 0]","[0, 0, 10, 10]","[11, 10, 10, 0]","[0, 10, 10, 10]","[10, 10, 11, 0]","[10, 0, 12, 10]","[10, 10, 11, 0]","[10, 10, 11, 0]","[11, 13, 0, 10]","[12, 11, 0, 12]","[14, 11, 11, 0]","[0, 12, 11, 0]","[13, 0, 13, 11]","[11, 11, 0, 16]",1
0,125,122,100,133,1,"[0, 16, 0, 0]","[12, 12, 12, 0]","[12, 13, 10, 0]","[0, 0, 11, 11]","[0, 0, 11, 0]","[11, 0, 0, 11]","[11, 10, 0, 12]","[11, 10, 0, 10]","[0, 12, 10, 10]","[10, 10, 10, 0]","[10, 0, 0, 0]","[0, 10, 0, 11]","[10, 10, 12, 0]","[0, 11, 13, 11]","[0, 0, 11, 11]","[11, 0, 10, 13]","[11, 0, 12, 0]","[12, 11, 0, 0]","[12, 0, 0, 0]",3
1,188,138,164,109,2,"[0, 11, 0, 11]","[11, 11, 13, 0]","[12, 11, 0, 11]","[0, 11, 11, 12]","[10, 11, 0, 13]","[0, 13, 11, 11]","[0, 12, 11, 10]","[0, 11, 11, 10]","[10, 10, 12, 0]","[0, 10, 10, 10]","[10, 10, 0, 10]","[10, 11, 0, 10]","[0, 10, 11, 0]","[10, 12, 0, 10]","[12, 10, 13, 0]","[11, 0, 12, 11]","[13, 12, 0, 11]","[0, 0, 10, 11]","[0, 12, 13, 13]",3
1,153,152,97,140,3,"[0, 12, 13, 0]","[0, 12, 12, 0]","[11, 0, 13, 12]","[11, 0, 15, 10]","[11, 13, 10, 0]","[0, 10, 10, 0]","[12, 11, 0, 0]","[10, 0, 0, 11]","[0, 10, 10, 10]","[10, 0, 10, 10]","[10, 10, 10, 0]","[10, 12, 0, 10]","[0, 11, 10, 10]","[12, 10, 0, 12]","[12, 0, 0, 0]","[10, 12, 11, 0]","[10, 0, 16, 0]","[11, 14, 12, 0]","[0, 16, 0, 12]",2
2,67,141,135,125,0,"[10, 0, 0, 12]","[12, 0, 12, 0]","[0, 0, 12, 0]","[12, 0, 0, 0]","[0, 0, 0, 10]","[11, 0, 11, 11]","[12, 12, 0, 10]","[0, 11, 11, 10]","[10, 0, 10, 10]","[10, 0, 10, 11]","[0, 11, 0, 0]","[11, 0, 10, 0]","[0, 10, 10, 13]","[0, 0, 11, 0]","[10, 12, 11, 0]","[13, 0, 10, 10]","[0, 0, 0, 12]","[0, 11, 13, 13]","[14, 0, 10, 13]",2
0,137,86,152,183,1,"[11, 14, 0, 0]","[12, 0, 0, 13]","[12, 10, 0, 15]","[11, 12, 0, 12]","[11, 0, 0, 11]","[11, 13, 0, 11]","[11, 10, 0, 12]","[10, 0, 10, 10]","[11, 0, 10, 11]","[0, 11, 10, 10]","[11, 10, 11, 0]","[0, 10, 0, 10]","[11, 0, 11, 10]","[11, 11, 13, 0]","[10, 11, 0, 0]","[12, 13, 0, 0]","[0, 0, 11, 14]","[13, 0, 10, 13]","[15, 12, 0, 0]",3
0,127,109,125,159,2,"[0, 13, 12, 12]","[11, 13, 0, 11]","[14, 11, 13, 0]","[11, 0, 10, 0]","[13, 10, 10, 0]","[11, 0, 0, 11]","[0, 11, 0, 0]","[10, 11, 10, 0]","[10, 0, 10, 11]","[10, 11, 10, 0]","[11, 10, 10, 0]","[10, 11, 0, 11]","[0, 0, 0, 10]","[11, 12, 0, 0]","[0, 0, 0, 11]","[13, 0, 12, 10]","[12, 0, 0, 11]","[0, 14, 0, 14]","[12, 0, 12, 13]",2
0,101,99,126,156,3,"[12, 14, 0, 13]","[0, 0, 11, 12]","[0, 0, 0, 12]","[13, 0, 0, 0]","[10, 0, 11, 0]","[11, 0, 11, 0]","[11, 0, 10, 10]","[11, 11, 0, 11]","[11, 10, 11, 0]","[10, 11, 0, 10]","[11, 10, 0, 11]","[0, 10, 0, 0]","[10, 0, 10, 0]","[11, 10, 0, 13]","[10, 12, 0, 10]","[0, 0, 12, 11]","[12, 0, 11, 0]","[13, 13, 12, 0]","[0, 0, 0, 13]",1
3,116,130,159,136,0,"[0, 0, 15, 12]","[14, 12, 0, 13]","[12, 11, 0, 13]","[0, 0, 0, 12]","[12, 11, 0, 0]","[0, 10, 0, 10]","[12, 10, 11, 0]","[10, 10, 0, 0]","[0, 11, 10, 10]","[10, 0, 11, 10]","[10, 10, 10, 0]","[11, 0, 11, 10]","[0, 10, 11, 12]","[10, 0, 0, 10]","[11, 0, 12, 10]","[0, 0, 12, 15]","[0, 11, 0, 10]","[10, 0, 13, 12]","[14, 10, 14, 0]",3
3,105,110,133,115,1,"[0, 14, 11, 13]","[0, 0, 0, 11]","[11, 16, 11, 0]","[15, 0, 0, 11]","[0, 0, 0, 11]","[11, 0, 11, 11]","[12, 0, 11, 10]","[10, 0, 0, 11]","[10, 10, 0, 10]","[11, 10, 0, 10]","[10, 10, 0, 11]","[0, 0, 10, 11]","[0, 0, 10, 0]","[0, 0, 11, 0]","[0, 0, 0, 0]","[13, 12, 10, 0]","[12, 11, 14, 0]","[0, 11, 11, 13]","[0, 11, 0, 0]",2
2,112,182,137,146,2,"[15, 0, 12, 12]","[13, 10, 0, 15]","[11, 0, 0, 11]","[0, 11, 11, 10]","[12, 12, 10, 0]","[11, 13, 10, 0]","[10, 0, 0, 12]","[0, 11, 10, 0]","[0, 11, 11, 10]","[10, 10, 10, 0]","[10, 0, 10, 0]","[11, 0, 11, 10]","[10, 0, 11, 12]","[11, 0, 10, 10]","[0, 10, 13, 0]","[11, 0, 14, 11]","[0, 12, 13, 11]","[0, 12, 11, 0]","[11, 0, 15, 13]",4
0,104,123,128,135,3,"[13, 0, 0, 10]","[12, 14, 12, 0]","[12, 0, 12, 12]","[12, 0, 11, 11]","[10, 11, 0, 10]","[0, 12, 11, 11]","[10, 0, 12, 11]","[12, 0, 10, 10]","[10, 0, 12, 0]","[0, 10, 10, 11]","[0, 11, 10, 10]","[0, 10, 0, 10]","[10, 12, 0, 11]","[0, 12, 11, 11]","[0, 0, 12, 0]","[11, 0, 0, 0]","[0, 12, 0, 0]","[11, 0, 0, 0]","[12, 0, 0, 0]",1
2,122,180,132,128,0,"[0, 13, 13, 12]","[12, 10, 11, 0]","[15, 0, 11, 11]","[0, 11, 0, 0]","[10, 0, 11, 12]","[12, 0, 10, 11]","[0, 12, 10, 10]","[10, 11, 12, 0]","[0, 10, 11, 10]","[11, 0, 10, 10]","[11, 10, 11, 0]","[0, 11, 11, 10]","[13, 0, 10, 10]","[11, 11, 11, 0]","[12, 0, 0, 10]","[11, 10, 0, 14]","[0, 13, 11, 0]","[0, 0, 11, 0]","[0, 0, 16, 12]",2
0,146,81,118,148,1,"[13, 0, 0, 0]","[12, 0, 0, 0]","[0, 12, 12, 11]","[11, 0, 0, 10]","[0, 10, 0, 0]","[0, 11, 10, 0]","[11, 12, 10, 0]","[12, 10, 0, 10]","[11, 11, 0, 10]","[10, 11, 0, 10]","[10, 11, 0, 10]","[0, 0, 0, 10]","[12, 10, 10, 0]","[10, 10, 0, 0]","[12, 10, 0, 12]","[12, 14, 0, 11]","[0, 14, 10, 13]","[12, 0, 16, 11]","[0, 0, 13, 0]",3
1,137,108,87,115,2,"[0, 0, 0, 0]","[14, 15, 10, 0]","[0, 0, 0, 11]","[0, 0, 0, 11]","[12, 11, 10, 0]","[10, 11, 0, 0]","[11, 10, 0, 0]","[0, 10, 11, 10]","[10, 0, 0, 0]","[10, 10, 10, 0]","[0, 10, 11, 11]","[0, 0, 10, 10]","[10, 12, 10, 0]","[12, 11, 0, 0]","[0, 13, 11, 10]","[11, 0, 12, 11]","[0, 12, 0, 0]","[15, 12, 0, 0]","[0, 0, 13, 13]",3
1,156,132,145,131,3,"[12, 12, 13, 0]","[10, 0, 0, 14]","[11, 10, 13, 0]","[11, 11, 0, 12]","[0, 0, 11, 0]","[10, 11, 0, 10]","[0, 11, 10, 11]","[0, 10, 11, 11]","[10, 10, 11, 0]","[10, 0, 10, 10]","[10, 10, 0, 11]","[13, 10, 0, 10]","[12, 11, 0, 10]","[10, 10, 10, 0]","[12, 0, 10, 12]","[0, 13, 12, 11]","[0, 0, 10, 12]","[0, 12, 11, 0]","[0, 15, 0, 11]",2
3,111,115,170,98,0,"[10, 0, 13, 13]","[11, 12, 0, 12]","[12, 0, 11, 12]","[13, 11, 12, 0]","[0, 10, 0, 12]","[11, 0, 12, 0]","[0, 10, 10, 10]","[10, 0, 10, 10]","[0, 0, 0, 11]","[10, 10, 0, 10]","[10, 0, 11, 10]","[0, 10, 11, 11]","[0, 13, 0, 10]","[0, 0, 11, 12]","[0, 11, 0, 0]","[11, 12, 0, 12]","[0, 12, 0, 0]","[0, 0, 14, 12]","[0, 0, 0, 13]",3
2,132,149,128,138,1,"[13, 0, 13, 12]","[10, 0, 12, 14]","[13, 0, 12, 11]","[11, 15, 0, 10]","[13, 11, 11, 0]","[0, 0, 0, 11]","[0, 12, 10, 0]","[12, 10, 11, 0]","[10, 10, 0, 10]","[10, 10, 10, 0]","[0, 10, 10, 0]","[12, 10, 0, 10]","[11, 0, 11, 11]","[0, 11, 11, 11]","[0, 10, 13, 0]","[11, 11, 0, 15]","[12, 0, 13, 13]","[0, 0, 12, 0]","[0, 12, 0, 0]",1
